토지고유코드,소재지,데이터기준일
4146110800104870004,경기도 용인시 처인구 운학동 487-4,2026-03-11
4183033021105520005,경기도 양평군 양서면 양수리 552-5,2026-03-11
4183033021105280003,경기도 양평군 양서면 양수리 528-3,2026-03-11
4183033021105130004,경기도 양평군 양서면 양수리 513-4,2026-03-11
4183033021105190009,경기도 양평군 양서면 양수리 519-9,2026-03-11
4183033021105890000,경기도 양평군 양서면 양수리 589,2026-03-11
4183035021105970001,경기도 양평군 서종면 문호리 597-1,2026-03-11
4183032021103470002,경기도 양평군 강하면 운심리 347-2,2026-03-11
4183033021105520006,경기도 양평군 양서면 양수리 552-6,2026-03-11
4313038524105240000,충청북도 충주시 중앙탑면 장천리 524,2026-03-11
4183032021103530002,경기도 양평군 강하면 운심리 353-2,2026-03-11
4183033022102100003,경기도 양평군 양서면 용담리 210-3,2026-03-11
4183033022101970003,경기도 양평군 양서면 용담리 197-3,2026-03-11
4183033021105990001,경기도 양평군 양서면 양수리 599-1,2026-03-11
4183033021105580006,경기도 양평군 양서면 양수리 558-6,2026-03-11
4183033021105260000,경기도 양평군 양서면 양수리 526,2026-03-11
4183035021107200005,경기도 양평군 서종면 문호리 720-5,2026-03-11
4183035021107200011,경기도 양평군 서종면 문호리 720-11,2026-03-11
4183025022104360002,경기도 양평군 양평읍 오빈리 436-2,2026-03-11
4183033022200060001,경기도 양평군 양서면 용담리 산6-1,2026-03-11
4211040028106850003,강원도 춘천시 남산면 서천리 685-3,2026-03-11
4211040028106850002,강원도 춘천시 남산면 서천리 685-2,2026-03-11
4211040028106850001,강원도 춘천시 남산면 서천리 685-1,2026-03-11
4211040028106850016,강원도 춘천시 남산면 서천리 685-16,2026-03-11
4211040027201840003,강원도 춘천시 남산면 강촌리 산184-3,2026-03-11
4211040028106850015,강원도 춘천시 남산면 서천리 685-15,2026-03-11
4211040028106850014,강원도 춘천시 남산면 서천리 685-14,2026-03-11
4211040028106850013,강원도 춘천시 남산면 서천리 685-13,2026-03-11
4211040028106850012,강원도 춘천시 남산면 서천리 685-12,2026-03-11
4211040028200060003,강원도 춘천시 남산면 서천리 산6-3,2026-03-11
4213035026114430003,강원도 원주시 부론면 단강리 1443-3,2026-03-11
4213035026114430005,강원도 원주시 부론면 단강리 1443-5,2026-03-11
4213035026114430010,강원도 원주시 부론면 단강리 1443-10,2026-03-11
4213035026114430000,강원도 원주시 부론면 단강리 1443,2026-03-11
4213035026114430006,강원도 원주시 부론면 단강리 1443-6,2026-03-11
4313038524103330002,충청북도 충주시 중앙탑면 장천리 333-2,2026-03-11
4313038524103470002,충청북도 충주시 중앙탑면 장천리 347-2,2026-03-11
4313038524111310013,충청북도 충주시 중앙탑면 장천리 1131-13,2026-03-11
4313038524104800000,충청북도 충주시 중앙탑면 장천리 480,2026-03-11
4313038524103460000,충청북도 충주시 중앙탑면 장천리 346,2026-03-11
4313038524111310012,충청북도 충주시 중앙탑면 장천리 1131-12,2026-03-11
4313038524100100000,충청북도 충주시 중앙탑면 장천리 10,2026-03-11
4313043028105830004,충청북도 충주시 소태면 양촌리 583-4,2026-03-11
4313043028105830001,충청북도 충주시 소태면 양촌리 583-1,2026-03-11
4313038524103470000,충청북도 충주시 중앙탑면 장천리 347,2026-03-11
4313038524103330000,충청북도 충주시 중앙탑면 장천리 333,2026-03-11
4313037035102190001,충청북도 충주시 앙성면 조천리 219-1,2026-03-11
4313038524105190000,충청북도 충주시 중앙탑면 장천리 519,2026-03-11
4313038524105190001,충청북도 충주시 중앙탑면 장천리 519-1,2026-03-11
4313038524105190002,충청북도 충주시 중앙탑면 장천리 519-2,2026-03-11
4313038524105190003,충청북도 충주시 중앙탑면 장천리 519-3,2026-03-11
4313038524104810000,충청북도 충주시 중앙탑면 장천리 481,2026-03-11
4313038524104820000,충청북도 충주시 중앙탑면 장천리 482,2026-03-11
4313038524104830000,충청북도 충주시 중앙탑면 장천리 483,2026-03-11
4313038524104840000,충청북도 충주시 중앙탑면 장천리 484,2026-03-11
4313038524104850000,충청북도 충주시 중앙탑면 장천리 485,2026-03-11
4313038524104930000,충청북도 충주시 중앙탑면 장천리 493,2026-03-11
4136025625100810002,경기도 남양주시 화도읍 금남리 81-2,2026-03-11
4136025625100040002,경기도 남양주시 화도읍 금남리 4-2,2026-03-11
4136025625101370007,경기도 남양주시 화도읍 금남리 137-7,2026-03-11
4136025624101980000,경기도 남양주시 화도읍 구암리 198,2026-03-11
4136025624101980002,경기도 남양주시 화도읍 구암리 198-2,2026-03-11
4136025625104170002,경기도 남양주시 화도읍 금남리 417-2,2026-03-11
4136025625105410000,경기도 남양주시 화도읍 금남리 541,2026-03-11
4136025625104090006,경기도 남양주시 화도읍 금남리 409-6,2026-03-11
4136025625102150000,경기도 남양주시 화도읍 금남리 215,2026-03-11
4136025625104290005,경기도 남양주시 화도읍 금남리 429-5,2026-03-11
4136025625105710018,경기도 남양주시 화도읍 금남리 571-18,2026-03-11
4136025625104280001,경기도 남양주시 화도읍 금남리 428-1,2026-03-11
4136025625104280004,경기도 남양주시 화도읍 금남리 428-4,2026-03-11
4136025625101550020,경기도 남양주시 화도읍 금남리 155-20,2026-03-11
4136025625101550013,경기도 남양주시 화도읍 금남리 155-13,2026-03-11
4136025625101550021,경기도 남양주시 화도읍 금남리 155-21,2026-03-11
4136025625101550027,경기도 남양주시 화도읍 금남리 155-27,2026-03-11
4136025625104170012,경기도 남양주시 화도읍 금남리 417-12,2026-03-11
4136025625100800004,경기도 남양주시 화도읍 금남리 80-4,2026-03-11
4136025625100800001,경기도 남양주시 화도읍 금남리 80-1,2026-03-11
4136025624100120002,경기도 남양주시 화도읍 구암리 12-2,2026-03-11
4136025625105620040,경기도 남양주시 화도읍 금남리 562-40,2026-03-11
4136025625100030006,경기도 남양주시 화도읍 금남리 3-6,2026-03-11
4136025624100130002,경기도 남양주시 화도읍 구암리 13-2,2026-03-11
4136025624104240001,경기도 남양주시 화도읍 구암리 424-1,2026-03-11
4136025624100980008,경기도 남양주시 화도읍 구암리 98-8,2026-03-11
4136025625101110007,경기도 남양주시 화도읍 금남리 111-7,2026-03-11
4136025625101090003,경기도 남양주시 화도읍 금남리 109-3,2026-03-11
4136025625101090009,경기도 남양주시 화도읍 금남리 109-9,2026-03-11
4136025625100800000,경기도 남양주시 화도읍 금남리 80,2026-03-11
4136025625101080000,경기도 남양주시 화도읍 금남리 108,2026-03-11
4136025624100060037,경기도 남양주시 화도읍 구암리 6-37,2026-03-11
4136025625106200014,경기도 남양주시 화도읍 금남리 620-14,2026-03-11
4136025625200470018,경기도 남양주시 화도읍 금남리 산47-18,2026-03-11
4136025625105600029,경기도 남양주시 화도읍 금남리 560-29,2026-03-11
4136025625106260002,경기도 남양주시 화도읍 금남리 626-2,2026-03-11
4136025625106260012,경기도 남양주시 화도읍 금남리 626-12,2026-03-11
4136025625200560004,경기도 남양주시 화도읍 금남리 산56-4,2026-03-11
4136025625106260013,경기도 남양주시 화도읍 금남리 626-13,2026-03-11
4136025625106260004,경기도 남양주시 화도읍 금남리 626-4,2026-03-11
4136025625106260011,경기도 남양주시 화도읍 금남리 626-11,2026-03-11
4136025625106260003,경기도 남양주시 화도읍 금남리 626-3,2026-03-11
4136025625106260016,경기도 남양주시 화도읍 금남리 626-16,2026-03-11
4136025625106260005,경기도 남양주시 화도읍 금남리 626-5,2026-03-11
4136025625106260007,경기도 남양주시 화도읍 금남리 626-7,2026-03-11
4136025625106260006,경기도 남양주시 화도읍 금남리 626-6,2026-03-11
4136025625106260008,경기도 남양주시 화도읍 금남리 626-8,2026-03-11
4136025625106260014,경기도 남양주시 화도읍 금남리 626-14,2026-03-11
4136025625106260009,경기도 남양주시 화도읍 금남리 626-9,2026-03-11
4136025625106260010,경기도 남양주시 화도읍 금남리 626-10,2026-03-11
4136025625105600003,경기도 남양주시 화도읍 금남리 560-3,2026-03-11
4136025625105620010,경기도 남양주시 화도읍 금남리 562-10,2026-03-11
4136025625105600009,경기도 남양주시 화도읍 금남리 560-9,2026-03-11
4136025625105600031,경기도 남양주시 화도읍 금남리 560-31,2026-03-11
4136025625105620034,경기도 남양주시 화도읍 금남리 562-34,2026-03-11
4136025625105600034,경기도 남양주시 화도읍 금남리 560-34,2026-03-11
4136025625105620035,경기도 남양주시 화도읍 금남리 562-35,2026-03-11
4136025625107880000,경기도 남양주시 화도읍 금남리 788,2026-03-11
4136025625105600028,경기도 남양주시 화도읍 금남리 560-28,2026-03-11
4136025625105620029,경기도 남양주시 화도읍 금남리 562-29,2026-03-11
4136025625107890001,경기도 남양주시 화도읍 금남리 789-1,2026-03-11
4136025625106140007,경기도 남양주시 화도읍 금남리 614-7,2026-03-11
4136025624100980006,경기도 남양주시 화도읍 구암리 98-6,2026-03-11
4136036021105180032,경기도 남양주시 조안면 능내리 518-32,2026-03-11
4136036021105590009,경기도 남양주시 조안면 능내리 559-9,2026-03-11
4136036021105370001,경기도 남양주시 조안면 능내리 537-1,2026-03-11
4136036021105370002,경기도 남양주시 조안면 능내리 537-2,2026-03-11
4136036021105180063,경기도 남양주시 조안면 능내리 518-63,2026-03-11
4136036021105200000,경기도 남양주시 조안면 능내리 520,2026-03-11
4136036025101980004,경기도 남양주시 조안면 삼봉리 198-4,2026-03-11
4136036022104030000,경기도 남양주시 조안면 조안리 403,2026-03-11
4136036022109870000,경기도 남양주시 조안면 조안리 987,2026-03-11
4136036022109870002,경기도 남양주시 조안면 조안리 987-2,2026-03-11
4136036022109880000,경기도 남양주시 조안면 조안리 988,2026-03-11
4136036022109840000,경기도 남양주시 조안면 조안리 984,2026-03-11
4136036022109750000,경기도 남양주시 조안면 조안리 975,2026-03-11
4136036024200240001,경기도 남양주시 조안면 송촌리 산24-1,2026-03-11
4136036024109200000,경기도 남양주시 조안면 송촌리 920,2026-03-11
4136036024103580001,경기도 남양주시 조안면 송촌리 358-1,2026-03-11
4136036024103630001,경기도 남양주시 조안면 송촌리 363-1,2026-03-11
4136036025101810004,경기도 남양주시 조안면 삼봉리 181-4,2026-03-11
4136036025101810001,경기도 남양주시 조안면 삼봉리 181-1,2026-03-11
4136036025102350011,경기도 남양주시 조안면 삼봉리 235-11,2026-03-11
4136036025101810006,경기도 남양주시 조안면 삼봉리 181-6,2026-03-11
4136036025101810005,경기도 남양주시 조안면 삼봉리 181-5,2026-03-11
4136036025102350024,경기도 남양주시 조안면 삼봉리 235-24,2026-03-11
4136036025102350025,경기도 남양주시 조안면 삼봉리 235-25,2026-03-11
4136036025102350010,경기도 남양주시 조안면 삼봉리 235-10,2026-03-11
4136036025100340004,경기도 남양주시 조안면 삼봉리 34-4,2026-03-11
4136036025100340003,경기도 남양주시 조안면 삼봉리 34-3,2026-03-11
4136036025100340000,경기도 남양주시 조안면 삼봉리 34,2026-03-11
4136036025102020001,경기도 남양주시 조안면 삼봉리 202-1,2026-03-11
4136036025102020002,경기도 남양주시 조안면 삼봉리 202-2,2026-03-11
4136036025102020000,경기도 남양주시 조안면 삼봉리 202,2026-03-11
4136036021105180035,경기도 남양주시 조안면 능내리 518-35,2026-03-11
4136025625100800002,경기도 남양주시 화도읍 금남리 80-2,2026-03-11
4136025625100030009,경기도 남양주시 화도읍 금남리 3-9,2026-03-11
4136025625100030010,경기도 남양주시 화도읍 금남리 3-10,2026-03-11
4136025625100030007,경기도 남양주시 화도읍 금남리 3-7,2026-03-11
4136025625102220004,경기도 남양주시 화도읍 금남리 222-4,2026-03-11
4136025625102220006,경기도 남양주시 화도읍 금남리 222-6,2026-03-11
4136036025102000003,경기도 남양주시 조안면 삼봉리 200-3,2026-03-11
4136036025101980005,경기도 남양주시 조안면 삼봉리 198-5,2026-03-11
4136036025101980014,경기도 남양주시 조안면 삼봉리 198-14,2026-03-11
4145010400101250009,경기도 하남시 배알미동 125-9,2026-03-11
4136025625100030002,경기도 남양주시 화도읍 금남리 3-2,2026-03-11
4136025625100030011,경기도 남양주시 화도읍 금남리 3-11,2026-03-11
4136025625102200002,경기도 남양주시 화도읍 금남리 220-2,2026-03-11
4136025625100810000,경기도 남양주시 화도읍 금남리 81,2026-03-11
4136036021105180023,경기도 남양주시 조안면 능내리 518-23,2026-03-11
4136025625105620005,경기도 남양주시 화도읍 금남리 562-5,2026-03-11
4136025624100060036,경기도 남양주시 화도읍 구암리 6-36,2026-03-11
4136025624100060039,경기도 남양주시 화도읍 구암리 6-39,2026-03-11
4136025625106260015,경기도 남양주시 화도읍 금남리 626-15,2026-03-11
4145010400101250005,경기도 하남시 배알미동 125-5,2026-03-11
4145010400101250006,경기도 하남시 배알미동 125-6,2026-03-11
4145010400101250003,경기도 하남시 배알미동 125-3,2026-03-11
4145010400101250007,경기도 하남시 배알미동 125-7,2026-03-11
4145010400101250008,경기도 하남시 배알미동 125-8,2026-03-11
4145010400101310001,경기도 하남시 배알미동 131-1,2026-03-11
4145010400101310004,경기도 하남시 배알미동 131-4,2026-03-11
4146110100100080007,경기도 용인시 처인구 김량장동 8-7,2026-03-11
4146110100100060007,경기도 용인시 처인구 김량장동 6-7,2026-03-11
4146110100100060014,경기도 용인시 처인구 김량장동 6-14,2026-03-11
4146110100100060011,경기도 용인시 처인구 김량장동 6-11,2026-03-11
4146110500100670001,경기도 용인시 처인구 유방동 67-1,2026-03-11
4146110600103730002,경기도 용인시 처인구 고림동 373-2,2026-03-11
4146110700105540002,경기도 용인시 처인구 마평동 554-2,2026-03-11
4146110700105540007,경기도 용인시 처인구 마평동 554-7,2026-03-11
4146110700105540003,경기도 용인시 처인구 마평동 554-3,2026-03-11
4146110800103800001,경기도 용인시 처인구 운학동 380-1,2026-03-11
4146110800102200012,경기도 용인시 처인구 운학동 220-12,2026-03-11
4146110800102140001,경기도 용인시 처인구 운학동 214-1,2026-03-11
4146110800101860001,경기도 용인시 처인구 운학동 186-1,2026-03-11
4146110800101890001,경기도 용인시 처인구 운학동 189-1,2026-03-11
4146110800101880001,경기도 용인시 처인구 운학동 188-1,2026-03-11
4146110800103650001,경기도 용인시 처인구 운학동 365-1,2026-03-11
4146110800200130003,경기도 용인시 처인구 운학동 산13-3,2026-03-11
4146110800105930005,경기도 용인시 처인구 운학동 593-5,2026-03-11
4146110800105930001,경기도 용인시 처인구 운학동 593-1,2026-03-11
4146110800105930004,경기도 용인시 처인구 운학동 593-4,2026-03-11
4146110800101860004,경기도 용인시 처인구 운학동 186-4,2026-03-11
4146110800101900000,경기도 용인시 처인구 운학동 190,2026-03-11
4146110800200130001,경기도 용인시 처인구 운학동 산13-1,2026-03-11
4146110800105870004,경기도 용인시 처인구 운학동 587-4,2026-03-11
4146110800105870002,경기도 용인시 처인구 운학동 587-2,2026-03-11
4146110800106980000,경기도 용인시 처인구 운학동 698,2026-03-11
4146110900101860000,경기도 용인시 처인구 호동 186,2026-03-11
4146110900101850005,경기도 용인시 처인구 호동 185-5,2026-03-11
4146110900101870000,경기도 용인시 처인구 호동 187,2026-03-11
4146110900101850001,경기도 용인시 처인구 호동 185-1,2026-03-11
4146110900101790000,경기도 용인시 처인구 호동 179,2026-03-11
4146110900201420003,경기도 용인시 처인구 호동 산142-3,2026-03-11
4146110900100850001,경기도 용인시 처인구 호동 85-1,2026-03-11
4146110800104430000,경기도 용인시 처인구 운학동 443,2026-03-11
4146110900100910000,경기도 용인시 처인구 호동 91,2026-03-11
4146110900101430003,경기도 용인시 처인구 호동 143-3,2026-03-11
4146110900201140002,경기도 용인시 처인구 호동 산114-2,2026-03-11
4146110900201150000,경기도 용인시 처인구 호동 산115,2026-03-11
4146110900201140006,경기도 용인시 처인구 호동 산114-6,2026-03-11
4146110900201120002,경기도 용인시 처인구 호동 산112-2,2026-03-11
4146110900103510000,경기도 용인시 처인구 호동 351,2026-03-11
4146110800102900001,경기도 용인시 처인구 운학동 290-1,2026-03-11
4146110900201120000,경기도 용인시 처인구 호동 산112,2026-03-11
4146110900201110005,경기도 용인시 처인구 호동 산111-5,2026-03-11
4146110800105560002,경기도 용인시 처인구 운학동 556-2,2026-03-11
4146110900201110002,경기도 용인시 처인구 호동 산111-2,2026-03-11
4146110900101310004,경기도 용인시 처인구 호동 131-4,2026-03-11
4146110800105110000,경기도 용인시 처인구 운학동 511,2026-03-11
4146110800105460020,경기도 용인시 처인구 운학동 546-20,2026-03-11
4146110800105300005,경기도 용인시 처인구 운학동 530-5,2026-03-11
4146110800102200007,경기도 용인시 처인구 운학동 220-7,2026-03-11
4146110900103140002,경기도 용인시 처인구 호동 314-2,2026-03-11
4146110900103140004,경기도 용인시 처인구 호동 314-4,2026-03-11
4146110900103070001,경기도 용인시 처인구 호동 307-1,2026-03-11
4146110900103070002,경기도 용인시 처인구 호동 307-2,2026-03-11
4146110900101090000,경기도 용인시 처인구 호동 109,2026-03-11
4146110800105930002,경기도 용인시 처인구 운학동 593-2,2026-03-11
4146110900104240004,경기도 용인시 처인구 호동 424-4,2026-03-11
4146110900201430000,경기도 용인시 처인구 호동 산143,2026-03-11
4146110800105870005,경기도 용인시 처인구 운학동 587-5,2026-03-11
4146110800105450004,경기도 용인시 처인구 운학동 545-4,2026-03-11
4146110800105460014,경기도 용인시 처인구 운학동 546-14,2026-03-11
4146110800105460006,경기도 용인시 처인구 운학동 546-6,2026-03-11
4146110800105230006,경기도 용인시 처인구 운학동 523-6,2026-03-11
4146110800105270000,경기도 용인시 처인구 운학동 527,2026-03-11
4146110800107240000,경기도 용인시 처인구 운학동 724,2026-03-11
4146110800105280000,경기도 용인시 처인구 운학동 528,2026-03-11
4146110800105290004,경기도 용인시 처인구 운학동 529-4,2026-03-11
4146110800105460012,경기도 용인시 처인구 운학동 546-12,2026-03-11
4146110800105460004,경기도 용인시 처인구 운학동 546-4,2026-03-11
4146110800105460001,경기도 용인시 처인구 운학동 546-1,2026-03-11
4146110800105460031,경기도 용인시 처인구 운학동 546-31,2026-03-11
4146110800105310002,경기도 용인시 처인구 운학동 531-2,2026-03-11
4146110800105350005,경기도 용인시 처인구 운학동 535-5,2026-03-11
4146110800105560001,경기도 용인시 처인구 운학동 556-1,2026-03-11
4146110800105870003,경기도 용인시 처인구 운학동 587-3,2026-03-11
4146110800105070000,경기도 용인시 처인구 운학동 507,2026-03-11
4146110800105560003,경기도 용인시 처인구 운학동 556-3,2026-03-11
4146110800106830003,경기도 용인시 처인구 운학동 683-3,2026-03-11
4146110800106840013,경기도 용인시 처인구 운학동 684-13,2026-03-11
4146110800106840012,경기도 용인시 처인구 운학동 684-12,2026-03-11
4146110800106840008,경기도 용인시 처인구 운학동 684-8,2026-03-11
4146110800106840011,경기도 용인시 처인구 운학동 684-11,2026-03-11
4146110800101590001,경기도 용인시 처인구 운학동 159-1,2026-03-11
4146110800104880003,경기도 용인시 처인구 운학동 488-3,2026-03-11
4146110800104890006,경기도 용인시 처인구 운학동 489-6,2026-03-11
4146110800104880004,경기도 용인시 처인구 운학동 488-4,2026-03-11
4146110800107220002,경기도 용인시 처인구 운학동 722-2,2026-03-11
4146110800104250005,경기도 용인시 처인구 운학동 425-5,2026-03-11
4146110800104250007,경기도 용인시 처인구 운학동 425-7,2026-03-11
4146110800104250008,경기도 용인시 처인구 운학동 425-8,2026-03-11
4146110800100970001,경기도 용인시 처인구 운학동 97-1,2026-03-11
4146110800105120003,경기도 용인시 처인구 운학동 512-3,2026-03-11
4146110800108130028,경기도 용인시 처인구 운학동 813-28,2026-03-11
4146111000200120003,경기도 용인시 처인구 해곡동 산12-3,2026-03-11
4146110900103480005,경기도 용인시 처인구 호동 348-5,2026-03-11
4146110900102770000,경기도 용인시 처인구 호동 277,2026-03-11
4146111000102520022,경기도 용인시 처인구 해곡동 252-22,2026-03-11
4146111000102520018,경기도 용인시 처인구 해곡동 252-18,2026-03-11
4146111000102520012,경기도 용인시 처인구 해곡동 252-12,2026-03-11
4146111000102520013,경기도 용인시 처인구 해곡동 252-13,2026-03-11
4146110900101310002,경기도 용인시 처인구 호동 131-2,2026-03-11
4146111000102520011,경기도 용인시 처인구 해곡동 252-11,2026-03-11
4146110900103740000,경기도 용인시 처인구 호동 374,2026-03-11
4146110900100880003,경기도 용인시 처인구 호동 88-3,2026-03-11
4146111000102520023,경기도 용인시 처인구 해곡동 252-23,2026-03-11
4146110900104240003,경기도 용인시 처인구 호동 424-3,2026-03-11
4146110900104240001,경기도 용인시 처인구 호동 424-1,2026-03-11
4146110900104240002,경기도 용인시 처인구 호동 424-2,2026-03-11
4146110900101310001,경기도 용인시 처인구 호동 131-1,2026-03-11
4146110900101310003,경기도 용인시 처인구 호동 131-3,2026-03-11
4146110900101320000,경기도 용인시 처인구 호동 132,2026-03-11
4146110900102810000,경기도 용인시 처인구 호동 281,2026-03-11
4146110900105510031,경기도 용인시 처인구 호동 551-31,2026-03-11
4146125021100910002,경기도 용인시 처인구 포곡읍 삼계리 91-2,2026-03-11
4146125021100910001,경기도 용인시 처인구 포곡읍 삼계리 91-1,2026-03-11
4146111000102520021,경기도 용인시 처인구 해곡동 252-21,2026-03-11
4146111000102520020,경기도 용인시 처인구 해곡동 252-20,2026-03-11
4146111000102520019,경기도 용인시 처인구 해곡동 252-19,2026-03-11
4146125021104600008,경기도 용인시 처인구 포곡읍 삼계리 460-8,2026-03-11
4146125021104600007,경기도 용인시 처인구 포곡읍 삼계리 460-7,2026-03-11
4146125021105830000,경기도 용인시 처인구 포곡읍 삼계리 583,2026-03-11
4146125027100940001,경기도 용인시 처인구 포곡읍 전대리 94-1,2026-03-11
4146125027100940003,경기도 용인시 처인구 포곡읍 전대리 94-3,2026-03-11
4146125027100940004,경기도 용인시 처인구 포곡읍 전대리 94-4,2026-03-11
4146125027100940010,경기도 용인시 처인구 포곡읍 전대리 94-10,2026-03-11
4146125028106200004,경기도 용인시 처인구 포곡읍 유운리 620-4,2026-03-11
4146125028106200005,경기도 용인시 처인구 포곡읍 유운리 620-5,2026-03-11
4146125028106200013,경기도 용인시 처인구 포곡읍 유운리 620-13,2026-03-11
4146125028106200011,경기도 용인시 처인구 포곡읍 유운리 620-11,2026-03-11
4146125323104540002,경기도 용인시 처인구 모현면 초부리 454-2,2026-03-11
4146125323108280052,경기도 용인시 처인구 모현면 초부리 828-52,2026-03-11
4146125323108280042,경기도 용인시 처인구 모현면 초부리 828-42,2026-03-11
4146125323104470014,경기도 용인시 처인구 모현면 초부리 447-14,2026-03-11
4146110800105460013,경기도 용인시 처인구 운학동 546-13,2026-03-11
4146110800105870001,경기도 용인시 처인구 운학동 587-1,2026-03-11
4146125323104470005,경기도 용인시 처인구 모현면 초부리 447-5,2026-03-11
4146125323104470013,경기도 용인시 처인구 모현면 초부리 447-13,2026-03-11
4146125028106200003,경기도 용인시 처인구 포곡읍 유운리 620-3,2026-03-11
4146125021104110002,경기도 용인시 처인구 포곡읍 삼계리 411-2,2026-03-11
4146110800106650003,경기도 용인시 처인구 운학동 665-3,2026-03-11
4146125321104220000,경기도 용인시 처인구 모현면 왕산리 422,2026-03-11
4161035024200030019,경기도 광주시 남종면 삼성리 산3-19,2026-03-11
4161035026105360000,경기도 광주시 남종면 검천리 536,2026-03-11
4161025027104260019,경기도 광주시 오포읍 양벌리 426-19,2026-03-11
4161025027104260004,경기도 광주시 오포읍 양벌리 426-4,2026-03-11
4161011200100340002,경기도 광주시 역동 34-2,2026-03-11
4161034026101920001,경기도 광주시 퇴촌면 오리 192-1,2026-03-11
4161034026101870005,경기도 광주시 퇴촌면 오리 187-5,2026-03-11
4161025025101400000,경기도 광주시 오포읍 추자리 140,2026-03-11
4161025025101390002,경기도 광주시 오포읍 추자리 139-2,2026-03-11
4161025025101420001,경기도 광주시 오포읍 추자리 142-1,2026-03-11
4161035022100470007,경기도 광주시 남종면 금사리 47-7,2026-03-11
4161025025101420010,경기도 광주시 오포읍 추자리 142-10,2026-03-11
4161025025101420005,경기도 광주시 오포읍 추자리 142-5,2026-03-11
4161025025101390001,경기도 광주시 오포읍 추자리 139-1,2026-03-11
4161025027104360007,경기도 광주시 오포읍 양벌리 436-7,2026-03-11
4161025027100940000,경기도 광주시 오포읍 양벌리 94,2026-03-11
4161025027100170048,경기도 광주시 오포읍 양벌리 17-48,2026-03-11
4161025027100170053,경기도 광주시 오포읍 양벌리 17-53,2026-03-11
4161025027100940003,경기도 광주시 오포읍 양벌리 94-3,2026-03-11
4161035027200020007,경기도 광주시 남종면 수청리 산2-7,2026-03-11
4161034021102950000,경기도 광주시 퇴촌면 광동리 295,2026-03-11
4161034021103520000,경기도 광주시 퇴촌면 광동리 352,2026-03-11
4161035021104380004,경기도 광주시 남종면 분원리 438-4,2026-03-11
4161035027106970000,경기도 광주시 남종면 수청리 697,2026-03-11
4161034027100240004,경기도 광주시 퇴촌면 도마리 24-4,2026-03-11
4161034021103020005,경기도 광주시 퇴촌면 광동리 302-5,2026-03-11
4161034021103020001,경기도 광주시 퇴촌면 광동리 302-1,2026-03-11
4161034021103200001,경기도 광주시 퇴촌면 광동리 320-1,2026-03-11
4161034026200090006,경기도 광주시 퇴촌면 오리 산9-6,2026-03-11
4161034026200090000,경기도 광주시 퇴촌면 오리 산9,2026-03-11
4161034027102770000,경기도 광주시 퇴촌면 도마리 277,2026-03-11
4161025027104260020,경기도 광주시 오포읍 양벌리 426-20,2026-03-11
4161035021102500003,경기도 광주시 남종면 분원리 250-3,2026-03-11
4161035021102590008,경기도 광주시 남종면 분원리 259-8,2026-03-11
4161035022100050000,경기도 광주시 남종면 금사리 5,2026-03-11
4161035021102550037,경기도 광주시 남종면 분원리 255-37,2026-03-11
4161035021101080006,경기도 광주시 남종면 분원리 108-6,2026-03-11
4161035022101300001,경기도 광주시 남종면 금사리 130-1,2026-03-11
4161035022101300002,경기도 광주시 남종면 금사리 130-2,2026-03-11
4161035027100910000,경기도 광주시 남종면 수청리 91,2026-03-11
4161035027110970000,경기도 광주시 남종면 수청리 1097,2026-03-11
4161035027110980000,경기도 광주시 남종면 수청리 1098,2026-03-11
4161035021100430000,경기도 광주시 남종면 분원리 43,2026-03-11
4161035021104420016,경기도 광주시 남종면 분원리 442-16,2026-03-11
4161035021104380006,경기도 광주시 남종면 분원리 438-6,2026-03-11
4182032527101070013,경기도 가평군 청평면 삼회리 107-13,2026-03-11
4161035021101080002,경기도 광주시 남종면 분원리 108-2,2026-03-11
4161035021101250001,경기도 광주시 남종면 분원리 125-1,2026-03-11
4161035021104400003,경기도 광주시 남종면 분원리 440-3,2026-03-11
4161035021101030002,경기도 광주시 남종면 분원리 103-2,2026-03-11
4161035021101030007,경기도 광주시 남종면 분원리 103-7,2026-03-11
4161035021100820001,경기도 광주시 남종면 분원리 82-1,2026-03-11
4161035027105860000,경기도 광주시 남종면 수청리 586,2026-03-11
4161035022100610005,경기도 광주시 남종면 금사리 61-5,2026-03-11
4161035022100470003,경기도 광주시 남종면 금사리 47-3,2026-03-11
4161035022100450000,경기도 광주시 남종면 금사리 45,2026-03-11
4161035027105820000,경기도 광주시 남종면 수청리 582,2026-03-11
4161035022101490005,경기도 광주시 남종면 금사리 149-5,2026-03-11
4161035022101480001,경기도 광주시 남종면 금사리 148-1,2026-03-11
4161035022101480004,경기도 광주시 남종면 금사리 148-4,2026-03-11
4161035022101470000,경기도 광주시 남종면 금사리 147,2026-03-11
4161025025101450016,경기도 광주시 오포읍 추자리 145-16,2026-03-11
4161034030103370001,경기도 광주시 퇴촌면 정지리 337-1,2026-03-11
4161034030103500003,경기도 광주시 퇴촌면 정지리 350-3,2026-03-11
4161035027200970001,경기도 광주시 남종면 수청리 산97-1,2026-03-11
4161035026200940001,경기도 광주시 남종면 검천리 산94-1,2026-03-11
4161035026101090000,경기도 광주시 남종면 검천리 109,2026-03-11
4161035027103920001,경기도 광주시 남종면 수청리 392-1,2026-03-11
4161035027103940003,경기도 광주시 남종면 수청리 394-3,2026-03-11
